,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval0,PromoInterval1,PromoInterval2,PromoInterval3
338,339,a,c,2280.0,1.0,1990.0,1,10.0,1990.0,3,6,9,12
339,340,a,c,8080.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
340,341,a,a,190.0,9.0,2011.0,0,0.0,2011.0,0,0,0,0
341,342,d,c,15770.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
342,343,d,a,16107.5,4.0,2004.0,1,14.0,2004.0,1,4,7,10
343,344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,1,4,7,10
344,345,a,a,120.0,1.0,1990.0,1,22.0,1990.0,1,4,7,10
345,346,a,c,8090.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
346,347,d,c,9360.0,7.0,2013.0,1,22.0,2013.0,3,6,9,12
347,348,a,a,16107.5,1.0,1990.0,1,22.0,1990.0,1,4,7,10
348,349,c,c,1490.0,4.0,2009.0,0,0.0,2009.0,0,0,0,0
349,350,d,a,8880.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
350,351,a,a,5290.0,11.0,2012.0,1,5.0,2012.0,2,5,8,11
351,352,d,c,6360.0,1.0,1990.0,1,40.0,1990.0,3,6,9,12
352,353,b,b,900.0,1.0,1990.0,1,14.0,1990.0,2,5,8,11
353,354,d,c,1500.0,10.0,2005.0,0,0.0,2005.0,0,0,0,0
354,355,a,c,9720.0,8.0,2013.0,0,0.0,2013.0,0,0,0,0
355,356,d,c,8970.0,12.0,2007.0,1,22.0,2007.0,2,5,8,11
356,357,a,a,2060.0,10.0,2008.0,0,0.0,2008.0,0,0,0,0
357,358,a,a,2890.0,10.0,2003.0,0,0.0,2003.0,0,0,0,0
358,359,d,c,4370.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
359,360,a,a,2040.0,6.0,2007.0,0,0.0,2007.0,0,0,0,0
360,361,c,c,4490.0,5.0,2014.0,1,5.0,2014.0,2,5,8,11
361,362,c,c,340.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
362,363,a,a,250.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
363,364,a,c,13620.0,1.0,1990.0,1,10.0,1990.0,3,6,9,12
364,365,c,a,2410.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
365,366,d,c,6470.0,12.0,2004.0,0,0.0,2004.0,0,0,0,0
366,367,d,c,2640.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
367,368,d,c,1450.0,4.0,2005.0,1,45.0,2005.0,2,5,8,11
368,369,d,c,5870.0,4.0,2014.0,0,0.0,2014.0,0,0,0,0
369,370,d,a,8250.0,10.0,2000.0,1,31.0,2000.0,1,4,7,10
370,371,d,c,1970.0,7.0,2009.0,1,45.0,2009.0,2,5,8,11
371,372,d,c,4880.0,8.0,2010.0,1,18.0,2010.0,1,4,7,10
372,373,d,c,11120.0,1.0,1990.0,1,22.0,1990.0,1,4,7,10
373,374,a,a,1150.0,9.0,2007.0,0,0.0,2007.0,0,0,0,0
374,375,a,c,15710.0,2.0,2013.0,1,37.0,2013.0,1,4,7,10
375,376,a,a,160.0,8.0,2012.0,0,0.0,2012.0,0,0,0,0
376,377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,2,5,8,11
377,378,a,c,2140.0,8.0,2012.0,0,0.0,2012.0,0,0,0,0
378,379,d,a,6630.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
379,380,a,a,2240.0,5.0,2013.0,1,10.0,2013.0,3,6,9,12
380,381,a,a,1800.0,11.0,2006.0,1,5.0,2006.0,2,5,8,11
381,382,c,c,16107.5,11.0,2002.0,0,0.0,2002.0,0,0,0,0
382,383,a,c,350.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
383,384,a,c,130.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
384,385,d,a,4580.0,9.0,2007.0,0,0.0,2007.0,0,0,0,0
385,386,d,c,1460.0,4.0,2014.0,1,31.0,2014.0,1,4,7,10
386,387,c,a,210.0,1.0,1990.0,1,36.0,1990.0,3,6,9,12
387,388,a,a,2260.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
388,389,a,c,6690.0,8.0,2011.0,0,0.0,2011.0,0,0,0,0
389,390,a,c,1600.0,4.0,2009.0,0,0.0,2009.0,0,0,0,0
390,391,a,a,460.0,11.0,2014.0,1,31.0,2014.0,2,5,8,11
391,392,a,a,2120.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
392,393,d,c,4820.0,3.0,2008.0,0,0.0,2008.0,0,0,0,0
393,394,d,a,10850.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
394,395,a,a,3620.0,2.0,2013.0,0,0.0,2013.0,0,0,0,0
395,396,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
396,397,a,c,130.0,1.0,1990.0,1,27.0,1990.0,2,5,8,11
397,398,c,c,1540.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
398,399,a,a,5360.0,9.0,2012.0,1,40.0,2012.0,1,4,7,10
399,400,a,a,70.0,11.0,2004.0,1,14.0,2004.0,1,4,7,10
400,401,a,c,9200.0,10.0,2009.0,1,14.0,2009.0,1,4,7,10
401,402,c,c,5830.0,9.0,2011.0,1,13.0,2011.0,1,4,7,10
402,403,a,a,4970.0,7.0,2015.0,0,0.0,2015.0,0,0,0,0
403,404,a,c,1420.0,1.0,1990.0,1,10.0,1990.0,3,6,9,12
404,405,a,a,1080.0,4.0,2008.0,1,14.0,2008.0,1,4,7,10
405,406,d,c,8240.0,3.0,2001.0,1,10.0,2001.0,2,5,8,11
406,407,a,a,5890.0,10.0,2003.0,1,14.0,2003.0,2,5,8,11
407,408,c,a,1560.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
408,409,d,c,840.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
409,410,c,a,40.0,11.0,2011.0,1,22.0,2011.0,3,6,9,12
410,411,d,c,8460.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
411,412,d,c,4460.0,1.0,1990.0,1,39.0,1990.0,1,4,7,10
412,413,a,c,760.0,9.0,2014.0,0,0.0,2014.0,0,0,0,0
413,414,d,c,6210.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
414,415,d,c,6910.0,4.0,2005.0,0,0.0,2005.0,0,0,0,0
415,416,a,c,4650.0,6.0,2014.0,0,0.0,2014.0,0,0,0,0
416,417,a,c,840.0,1.0,1990.0,1,10.0,1990.0,1,4,7,10
417,418,a,a,1060.0,5.0,2009.0,1,27.0,2009.0,2,5,8,11
418,419,c,a,1620.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
419,420,d,c,250.0,1.0,1990.0,1,27.0,1990.0,1,4,7,10
420,421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,3,6,9,12
421,422,a,c,2880.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
422,423,b,a,1270.0,5.0,2014.0,0,0.0,2014.0,0,0,0,0
423,424,d,c,1250.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
424,425,d,c,1460.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
425,426,a,a,250.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
426,427,a,c,70.0,7.0,2005.0,1,13.0,2005.0,1,4,7,10
427,428,d,a,2960.0,12.0,2014.0,1,23.0,2014.0,3,6,9,12
428,429,d,c,16107.5,7.0,2005.0,1,31.0,2005.0,1,4,7,10
429,430,d,c,12870.0,10.0,2008.0,0,0.0,2008.0,0,0,0,0
430,431,d,c,4520.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
431,432,a,a,810.0,5.0,2013.0,0,0.0,2013.0,0,0,0,0
432,433,a,c,16107.5,11.0,2010.0,0,0.0,2010.0,0,0,0,0
433,434,a,a,13020.0,8.0,2003.0,1,40.0,2003.0,1,4,7,10
434,435,a,a,910.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
435,436,d,a,2300.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
436,437,c,c,430.0,1.0,1990.0,1,50.0,1990.0,1,4,7,10
437,438,d,c,1110.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
438,439,a,a,1350.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
439,440,d,a,3900.0,4.0,2005.0,1,45.0,2005.0,2,5,8,11
440,441,d,a,2530.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
441,442,c,a,500.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
442,443,d,a,11400.0,12.0,2005.0,0,0.0,2005.0,0,0,0,0
443,444,c,a,1700.0,11.0,2009.0,0,0.0,2009.0,0,0,0,0
444,445,a,a,240.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
445,446,a,a,340.0,10.0,2000.0,1,31.0,2000.0,2,5,8,11
446,447,a,c,1510.0,9.0,2013.0,0,0.0,2013.0,0,0,0,0
447,448,a,c,3970.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
448,449,a,c,120.0,12.0,2014.0,1,37.0,2014.0,1,4,7,10
449,450,c,a,5780.0,11.0,1994.0,1,10.0,1994.0,3,6,9,12
450,451,a,a,2460.0,4.0,2009.0,1,13.0,2009.0,1,4,7,10
451,452,a,c,1850.0,8.0,2013.0,1,5.0,2013.0,2,5,8,11
452,453,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
453,454,a,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
454,455,d,c,7660.0,9.0,2010.0,0,0.0,2010.0,0,0,0,0
455,456,a,c,140.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
456,457,d,c,13140.0,1.0,1990.0,1,31.0,1990.0,1,4,7,10
457,458,c,a,3390.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
458,459,a,a,250.0,9.0,2008.0,1,5.0,2008.0,2,5,8,11
459,460,a,a,16107.5,4.0,2008.0,0,0.0,2008.0,0,0,0,0
460,461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,1,4,7,10
461,462,a,a,16107.5,8.0,2008.0,0,0.0,2008.0,0,0,0,0
462,463,a,a,4160.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
463,464,c,a,520.0,3.0,2009.0,0,0.0,2009.0,0,0,0,0
464,465,d,c,10890.0,4.0,2005.0,0,0.0,2005.0,0,0,0,0
465,466,a,c,3110.0,3.0,2003.0,0,0.0,2003.0,0,0,0,0
466,467,a,c,16107.5,4.0,2008.0,0,0.0,2008.0,0,0,0,0
467,468,c,c,5260.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
468,469,c,c,710.0,9.0,2005.0,0,0.0,2005.0,0,0,0,0
469,470,a,c,50.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
470,471,d,a,5300.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
471,472,c,c,5030.0,8.0,2011.0,0,0.0,2011.0,0,0,0,0
472,473,a,a,50.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
473,474,c,a,14810.0,1.0,1990.0,1,14.0,1990.0,3,6,9,12
474,475,a,a,140.0,9.0,2005.0,0,0.0,2005.0,0,0,0,0
475,476,d,a,8300.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
476,477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,1,4,7,10
477,478,d,c,1940.0,3.0,2012.0,0,0.0,2012.0,0,0,0,0
478,479,a,a,320.0,12.0,2005.0,1,9.0,2005.0,2,5,8,11
479,480,a,a,300.0,11.0,2012.0,0,0.0,2012.0,0,0,0,0
480,481,c,c,7470.0,1.0,1990.0,1,44.0,1990.0,2,5,8,11
481,482,c,a,2550.0,10.0,2005.0,0,0.0,2005.0,0,0,0,0
482,483,a,c,2310.0,9.0,2011.0,1,13.0,2011.0,1,4,7,10
483,484,a,c,14300.0,3.0,2011.0,0,0.0,2011.0,0,0,0,0
484,485,d,c,3270.0,1.0,1990.0,1,22.0,1990.0,1,4,7,10
485,486,a,a,2320.0,1.0,1990.0,1,31.0,1990.0,1,4,7,10
486,487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,1,4,7,10
487,488,a,c,2890.0,4.0,2014.0,0,0.0,2014.0,0,0,0,0
488,489,a,a,14960.0,11.0,2013.0,1,37.0,2013.0,1,4,7,10
489,490,a,a,660.0,4.0,2013.0,1,40.0,2013.0,1,4,7,10
490,491,d,c,4680.0,1.0,1990.0,1,22.0,1990.0,3,6,9,12
491,492,a,a,1740.0,3.0,2008.0,1,40.0,2008.0,1,4,7,10
492,493,d,c,1150.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
493,494,b,a,1260.0,6.0,2011.0,0,0.0,2011.0,0,0,0,0
494,495,d,a,5470.0,1.0,1990.0,1,37.0,1990.0,1,4,7,10
495,496,d,c,2780.0,6.0,2015.0,0,0.0,2015.0,0,0,0,0
496,497,a,c,1610.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
497,498,a,a,990.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
498,499,c,c,450.0,1.0,1990.0,1,5.0,1990.0,2,5,8,11
499,500,d,c,10690.0,9.0,2007.0,1,5.0,2007.0,1,4,7,10
500,501,a,c,1620.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
501,502,a,a,220.0,2.0,2002.0,1,37.0,2002.0,1,4,7,10
502,503,d,c,13080.0,9.0,2006.0,1,14.0,2006.0,1,4,7,10
503,504,c,c,820.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
504,505,a,a,350.0,1.0,1990.0,1,5.0,1990.0,2,5,8,11
505,506,a,a,1850.0,12.0,2014.0,1,18.0,2014.0,2,5,8,11
506,507,a,c,9070.0,4.0,2011.0,1,37.0,2011.0,1,4,7,10
507,508,a,c,1280.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
508,509,a,a,4740.0,7.0,2008.0,1,37.0,2008.0,1,4,7,10
509,510,a,c,8260.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
510,511,a,a,2060.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
511,512,b,b,590.0,1.0,1990.0,1,5.0,1990.0,3,6,9,12
512,513,a,a,400.0,8.0,2013.0,0,0.0,2013.0,0,0,0,0
513,514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,1,4,7,10
514,515,d,c,11260.0,1.0,1990.0,1,9.0,1990.0,2,5,8,11
515,516,a,c,20.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
516,517,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
517,518,d,c,3330.0,3.0,2015.0,1,13.0,2015.0,1,4,7,10
518,519,c,c,2510.0,8.0,2009.0,1,1.0,2009.0,1,4,7,10
519,520,a,c,6900.0,1.0,1990.0,1,40.0,1990.0,3,6,9,12
520,521,d,a,16107.5,11.0,2002.0,1,48.0,2002.0,3,6,9,12
521,522,d,c,7160.0,11.0,2012.0,1,9.0,2012.0,1,4,7,10
522,523,c,c,50.0,11.0,2013.0,0,0.0,2013.0,0,0,0,0
523,524,a,c,16107.5,9.0,2013.0,0,0.0,2013.0,0,0,0,0
524,525,d,c,1870.0,9.0,2013.0,0,0.0,2013.0,0,0,0,0
525,526,a,a,120.0,1.0,1990.0,1,48.0,1990.0,3,6,9,12
526,527,d,c,5830.0,4.0,2008.0,0,0.0,2008.0,0,0,0,0
527,528,a,c,16107.5,1.0,1990.0,1,37.0,1990.0,1,4,7,10
528,529,d,c,12920.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
529,530,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
530,531,a,c,4030.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
531,532,a,c,1070.0,8.0,2010.0,0,0.0,2010.0,0,0,0,0
532,533,a,c,5950.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
533,534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,1,4,7,10
534,535,a,a,3570.0,4.0,2007.0,0,0.0,2007.0,0,0,0,0
535,536,a,c,4700.0,9.0,2002.0,1,31.0,2002.0,2,5,8,11
536,537,a,a,600.0,5.0,2002.0,1,1.0,2002.0,1,4,7,10
537,538,a,a,990.0,2.0,2010.0,0,0.0,2010.0,0,0,0,0
538,539,a,a,770.0,5.0,2013.0,1,40.0,2013.0,1,4,7,10
539,540,d,c,810.0,1.0,1990.0,1,48.0,1990.0,1,4,7,10
540,541,a,c,650.0,7.0,1990.0,0,0.0,1990.0,0,0,0,0
541,542,a,a,7280.0,9.0,2012.0,1,1.0,2012.0,1,4,7,10
542,543,c,a,1080.0,12.0,2012.0,0,0.0,2012.0,0,0,0,0
543,544,a,a,250.0,12.0,2001.0,1,13.0,2001.0,1,4,7,10
544,545,a,c,5020.0,5.0,2006.0,1,18.0,2006.0,2,5,8,11
545,546,a,a,580.0,1.0,2005.0,0,0.0,2005.0,0,0,0,0
546,547,d,c,8990.0,11.0,2009.0,1,35.0,2009.0,3,6,9,12
547,548,d,c,3760.0,2.0,2009.0,0,0.0,2009.0,0,0,0,0
548,549,a,c,2330.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
549,550,d,c,50.0,6.0,2015.0,0,0.0,2015.0,0,0,0,0
550,551,a,c,2190.0,9.0,2013.0,0,0.0,2013.0,0,0,0,0
551,552,a,a,4260.0,7.0,2008.0,1,37.0,2008.0,1,4,7,10
552,553,c,a,3040.0,9.0,2002.0,1,13.0,2002.0,1,4,7,10
553,554,c,c,1200.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
554,555,d,a,1560.0,1.0,2014.0,1,10.0,2014.0,3,6,9,12
555,556,d,c,1140.0,11.0,2014.0,0,0.0,2014.0,0,0,0,0
556,557,a,a,250.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
557,558,a,a,3000.0,2.0,2010.0,0,0.0,2010.0,0,0,0,0
558,559,d,a,3910.0,11.0,2006.0,1,5.0,2006.0,2,5,8,11
559,560,c,c,1910.0,7.0,2013.0,0,0.0,2013.0,0,0,0,0
560,561,d,a,14300.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
561,562,b,c,1210.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
562,563,a,a,700.0,3.0,2015.0,1,10.0,2015.0,1,4,7,10
563,564,d,c,6540.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
564,565,a,c,160.0,7.0,2007.0,0,0.0,2007.0,0,0,0,0
565,566,a,a,3620.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
566,567,c,a,1010.0,9.0,2012.0,1,18.0,2012.0,2,5,8,11
567,568,d,c,4270.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
568,569,a,a,1340.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
569,570,a,a,180.0,11.0,2006.0,0,0.0,2006.0,0,0,0,0
570,571,d,a,2110.0,11.0,1995.0,1,40.0,1995.0,1,4,7,10
571,572,d,c,9230.0,4.0,2004.0,1,37.0,2004.0,1,4,7,10
572,573,a,a,1190.0,11.0,2012.0,1,36.0,2012.0,1,4,7,10
573,574,d,a,4400.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
574,575,a,a,960.0,5.0,2008.0,1,13.0,2008.0,1,4,7,10
575,576,c,a,50.0,11.0,2006.0,0,0.0,2006.0,0,0,0,0
576,577,a,c,2270.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
577,578,d,a,12700.0,4.0,2013.0,0,0.0,2013.0,0,0,0,0
578,579,c,a,16107.5,11.0,2012.0,0,0.0,2012.0,0,0,0,0
579,580,a,c,170.0,2.0,2009.0,0,0.0,2009.0,0,0,0,0
580,581,a,a,7250.0,12.0,2013.0,0,0.0,2013.0,0,0,0,0
581,582,a,a,120.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
582,583,a,a,2640.0,11.0,2002.0,0,0.0,2002.0,0,0,0,0
583,584,d,a,1360.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
584,585,d,c,440.0,4.0,2014.0,0,0.0,2014.0,0,0,0,0
585,586,a,c,250.0,10.0,2008.0,0,0.0,2008.0,0,0,0,0
586,587,d,c,330.0,9.0,2006.0,1,14.0,2006.0,1,4,7,10
587,588,d,c,15720.0,3.0,2010.0,0,0.0,2010.0,0,0,0,0
588,589,a,c,360.0,1.0,1990.0,1,18.0,1990.0,2,5,8,11
589,590,d,c,4520.0,9.0,2010.0,1,31.0,2010.0,1,4,7,10
590,591,a,c,3340.0,1.0,1990.0,1,22.0,1990.0,3,6,9,12
591,592,a,a,2540.0,6.0,2005.0,0,0.0,2005.0,0,0,0,0
592,593,a,c,16107.5,3.0,2010.0,0,0.0,2010.0,0,0,0,0
593,594,a,a,1790.0,10.0,2011.0,0,0.0,2011.0,0,0,0,0
594,595,c,c,1130.0,6.0,2015.0,0,0.0,2015.0,0,0,0,0
595,596,c,a,290.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
596,597,a,a,150.0,9.0,2008.0,1,1.0,2008.0,3,6,9,12
597,598,c,a,550.0,12.0,2013.0,1,40.0,2013.0,1,4,7,10
598,599,d,c,580.0,11.0,2014.0,0,0.0,2014.0,0,0,0,0
599,600,d,c,16107.5,6.0,2010.0,1,9.0,2010.0,2,5,8,11
600,601,d,a,8220.0,4.0,2014.0,1,14.0,2014.0,1,4,7,10
601,602,a,a,2710.0,7.0,2001.0,1,22.0,2001.0,3,6,9,12
602,603,a,a,340.0,4.0,2007.0,1,13.0,2007.0,1,4,7,10
603,604,d,a,10950.0,3.0,2014.0,0,0.0,2014.0,0,0,0,0
604,605,d,a,10310.0,4.0,2003.0,1,37.0,2003.0,1,4,7,10
605,606,a,a,2260.0,11.0,2007.0,0,0.0,2007.0,0,0,0,0
606,607,a,a,350.0,8.0,1999.0,1,14.0,1999.0,1,4,7,10
607,608,a,c,16107.5,2.0,2013.0,1,14.0,2013.0,1,4,7,10
608,609,a,a,2070.0,9.0,2007.0,0,0.0,2007.0,0,0,0,0
609,610,a,a,660.0,1.0,2007.0,0,0.0,2007.0,0,0,0,0
610,611,a,a,8080.0,12.0,2002.0,1,40.0,2002.0,1,4,7,10
611,612,d,c,2490.0,11.0,2012.0,1,31.0,2012.0,1,4,7,10
612,613,c,a,250.0,6.0,2007.0,1,14.0,2007.0,1,4,7,10
613,614,a,a,1160.0,12.0,2012.0,0,0.0,2012.0,0,0,0,0
614,615,d,a,730.0,8.0,2007.0,0,0.0,2007.0,0,0,0,0
615,616,a,c,3040.0,8.0,2011.0,1,35.0,2011.0,3,6,9,12
616,617,a,c,8940.0,1.0,1990.0,1,9.0,1990.0,1,4,7,10
617,618,d,c,9910.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
618,619,a,a,1600.0,6.0,2006.0,1,45.0,2006.0,2,5,8,11
619,620,d,c,5440.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
620,621,a,a,30.0,7.0,2002.0,0,0.0,2002.0,0,0,0,0
621,622,a,c,5404.901079136691,1.0,1990.0,0,0.0,1990.0,0,0,0,0
622,623,a,a,4080.0,3.0,2011.0,1,13.0,2011.0,1,4,7,10
623,624,a,c,6920.0,9.0,2011.0,0,0.0,2011.0,0,0,0,0
624,625,a,a,1170.0,4.0,2011.0,1,22.0,2011.0,2,5,8,11
625,626,c,c,10740.0,11.0,2013.0,0,0.0,2013.0,0,0,0,0
626,627,c,c,3970.0,3.0,2010.0,0,0.0,2010.0,0,0,0,0
627,628,a,c,2180.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
628,629,d,a,510.0,7.0,2014.0,1,23.0,2014.0,3,6,9,12
629,630,a,a,1690.0,4.0,2015.0,0,0.0,2015.0,0,0,0,0
630,631,d,c,2870.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
631,632,a,a,3350.0,2.0,2010.0,0,0.0,2010.0,0,0,0,0
632,633,d,a,11640.0,4.0,2005.0,1,22.0,2005.0,1,4,7,10
633,634,d,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
634,635,a,a,16107.5,4.0,2014.0,0,0.0,2014.0,0,0,0,0
635,636,c,a,720.0,10.0,2004.0,1,13.0,2004.0,1,4,7,10
636,637,d,c,9790.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
637,638,d,a,10170.0,11.0,2001.0,0,0.0,2001.0,0,0,0,0
638,639,a,a,7780.0,11.0,2006.0,0,0.0,2006.0,0,0,0,0
639,640,d,c,8040.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
640,641,a,c,610.0,12.0,2003.0,1,36.0,2003.0,3,6,9,12
641,642,c,c,530.0,4.0,2005.0,1,35.0,2005.0,3,6,9,12
642,643,a,a,230.0,6.0,2010.0,1,18.0,2010.0,2,5,8,11
643,644,c,a,4030.0,12.0,2004.0,1,14.0,2004.0,1,4,7,10
644,645,a,a,90.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
645,646,a,a,620.0,9.0,2014.0,0,0.0,2014.0,0,0,0,0
646,647,a,c,7420.0,4.0,2013.0,0,0.0,2013.0,0,0,0,0
647,648,d,a,2130.0,12.0,2008.0,0,0.0,2008.0,0,0,0,0
648,649,a,a,14570.0,11.0,2002.0,0,0.0,2002.0,0,0,0,0
649,650,a,a,1420.0,10.0,2012.0,1,40.0,2012.0,1,4,7,10
650,651,a,a,200.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
651,652,a,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
652,653,d,c,7520.0,7.0,2014.0,1,45.0,2014.0,2,5,8,11
653,654,c,a,6930.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
654,655,d,c,960.0,11.0,2012.0,1,5.0,2012.0,2,5,8,11
655,656,d,a,410.0,4.0,2009.0,1,13.0,2009.0,1,4,7,10
656,657,c,c,80.0,1.0,2006.0,1,10.0,2006.0,1,4,7,10
657,658,d,c,520.0,1.0,1990.0,1,37.0,1990.0,1,4,7,10
658,659,d,a,1590.0,3.0,2012.0,0,0.0,2012.0,0,0,0,0
659,660,a,a,1200.0,11.0,2006.0,1,40.0,2006.0,1,4,7,10
660,661,d,c,2140.0,7.0,2013.0,0,0.0,2013.0,0,0,0,0
661,662,d,a,1070.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
662,663,a,c,7860.0,5.0,2005.0,0,0.0,2005.0,0,0,0,0
663,664,d,c,1680.0,10.0,2005.0,0,0.0,2005.0,0,0,0,0
664,665,a,a,90.0,12.0,2012.0,1,14.0,2012.0,1,4,7,10
665,666,c,c,2700.0,1.0,1990.0,1,9.0,1990.0,3,6,9,12
666,667,d,c,2870.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
667,668,c,a,1270.0,9.0,2010.0,0,0.0,2010.0,0,0,0,0
668,669,d,a,16107.5,7.0,2012.0,1,31.0,2012.0,1,4,7,10
669,670,a,a,2060.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
670,671,a,c,2070.0,2.0,2008.0,1,39.0,2008.0,1,4,7,10
671,672,c,a,240.0,9.0,2002.0,0,0.0,2002.0,0,0,0,0
672,673,d,c,15170.0,1.0,1990.0,1,5.0,1990.0,2,5,8,11
673,674,a,a,2640.0,12.0,2005.0,1,31.0,2005.0,2,5,8,11
674,675,a,a,2100.0,8.0,2013.0,1,14.0,2013.0,1,4,7,10
675,676,b,b,1410.0,9.0,2008.0,0,0.0,2008.0,0,0,0,0
676,677,d,a,1740.0,6.0,2014.0,1,45.0,2014.0,2,5,8,11
677,678,c,a,3250.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
